Wavelength (nm);Optical Density;% Transmission
1022;6.379783;4.17078E-05
1021;5.686747;0.000205709
1020;6.098347;7.97357E-05
1019;6.562457111;2.73869E-05
1018;6.465969667;3.42003E-05
1017;6.465969667;3.42003E-05
1016;6.343878;4.53025E-05
1015;7.433142;3.68857E-06
1014;5.831613;0.000147363
1013;6.485778111;3.26755E-05
1012;6.455251222;3.50549E-05
1011;6.494820333;3.20022E-05
1010;6.407154;3.91603E-05
1009;5.556216;0.000277833
1008;6.425258;3.75614E-05
1007;6.348968889;4.47745E-05
1006;6.920126;1.20192E-05
1005;6.381507333;4.15425E-05
1004;5.974408;0.00010607
1003;5.757558;0.00017476
1002;6.497608333;3.17974E-05
1001;6.473149889;3.36395E-05
1000;6.326383;4.71647E-05
999;6.553771222;2.79402E-05
998;6.643016111;2.27501E-05
997;6.582468778;2.61536E-05
996;6.485747111;3.26778E-05
995;6.473104;3.36431E-05
994;6.560762;2.7494E-05
993;6.155074;6.99723E-05
992;5.829505;0.00014808
991;6.212595;6.12922E-05
990;6.534098;2.92349E-05
989;6.393761333;4.03867E-05
988;6.393751667;4.03876E-05
987;6.01258;9.71449E-05
986;6.544629444;2.85345E-05
985;6.509106444;3.09666E-05
984;6.154987;6.99863E-05
983;6.439847778;3.63205E-05
982;6.516227778;3.0463E-05
981;6.214391;6.10392E-05
980;6.379380444;4.17465E-05
979;6.076672;8.38162E-05
978;6.353122778;4.43483E-05
977;6.186666;6.5063E-05
976;5.981708;0.000104302
975;6.305770222;4.94572E-05
974;5.918668;0.000120596
973;6.337814556;4.59394E-05
972;6.394851667;4.02855E-05
971;5.788218;0.000162848
970;6.441753;3.61615E-05
969;6.365071;4.31449E-05
968;6.34784;4.48911E-05
967;6.40382;3.94621E-05
966;6.35724;4.39299E-05
965;5.885062;0.000130298
964;5.888389;0.000129304
963;6.773006;1.68653E-05
962;5.799812;0.000158558
961;6.364258;4.32257E-05
960;6.469667556;3.39104E-05
959;6.131383;7.38953E-05
958;6.383689778;4.13343E-05
957;6.483710667;3.28314E-05
956;7.17016;6.75834E-06
955;5.968066;0.00010763
954;5.919529;0.000120357
953;6.390819333;4.06612E-05
952;5.799786;0.000158567
951;6.342750333;4.54203E-05
950;5.859833;0.000138092
949;6.510795333;3.08464E-05
948;6.737539;1.83004E-05
947;6.610819111;2.45008E-05
946;6.616782222;2.41667E-05
945;6.710134111;1.94924E-05
944;6.710134111;1.94924E-05
943;6.705963111;1.96805E-05
942;6.753668;1.76332E-05
941;6.689707111;2.04312E-05
940;6.689707111;2.04312E-05
939;6.689707111;2.04312E-05
938;6.553696;2.7945E-05
937;6.683744;2.07136E-05
936;6.580473778;2.6274E-05
935;6.633675222;2.32447E-05
934;6.633675222;2.32447E-05
933;6.587003111;2.58819E-05
932;5.770568;0.000169602
931;7.178813;6.62502E-06
930;6.447606333;3.56774E-05
929;6.133647;7.35111E-05
928;6.277241222;5.28152E-05
927;6.263793556;5.44762E-05
926;5.445429;0.000358568
925;5.166714;0.000681218
924;6.158590444;6.9408E-05
923;5.649539;0.00022411
922;6.129080333;7.42882E-05
921;5.665632;0.000215957
920;6.438842222;3.64047E-05
919;6.374514111;4.22169E-05
918;6.434409;3.67782E-05
917;6.351466556;4.45178E-05
916;6.466396333;3.41667E-05
915;6.121047;7.56751E-05
914;5.442111;0.000361318
913;6.236594;5.79971E-05
912;6.236594;5.79971E-05
911;6.236594;5.79971E-05
910;5.42204;0.000378408
909;5.644148;0.000226909
908;6.104973667;7.85283E-05
907;5.968638222;0.000107488
906;5.408061;0.000390786
905;5.446496;0.000357688
904;6.224018;5.97011E-05
903;5.472981;0.000336526
902;6.218704222;6.0436E-05
901;6.226323111;5.9385E-05
900;6.365601333;4.30922E-05
899;6.616782;2.41667E-05
898;6.393022;4.04555E-05
897;5.476631;0.00033371
896;6.054860111;8.81333E-05
895;6.054860111;8.81333E-05
894;5.243785;0.000570447
893;5.047791;0.000895796
892;5.308752;0.000491188
891;6.060069556;8.70824E-05
890;5.440298;0.000362829
889;5.996324111;0.00010085
888;6.043543222;9.046E-05
887;6.086091889;8.20178E-05
886;5.552398;0.000280286
885;5.817678;0.000152168
884;5.472763;0.000336695
883;5.69169;0.000203381
882;5.567625;0.000270629
881;5.90377;0.000124804
880;5.842173444;0.000143822
879;5.852715222;0.000140373
878;5.45691;0.000349213
877;5.027264;0.000939152
876;5.263309;0.00054537
875;5.567639;0.000270621
874;6.090569111;8.11766E-05
873;6.228690222;5.90622E-05
872;6.414549778;3.84991E-05
871;6.407745;3.9107E-05
870;6.350864333;4.45795E-05
869;6.167505333;6.79978E-05
868;6.167505333;6.79978E-05
867;5.202066;0.000627963
866;5.055713;0.000879604
865;5.049769;0.000891725
864;5.821744444;0.000150749
863;5.341715;0.000455287
862;5.895281778;0.000127268
861;6.024652444;9.44817E-05
860;4.946437;0.001131261
859;5.863902;0.000136804
858;6.276948778;5.28508E-05
857;6.220049;6.02492E-05
856;6.256290222;5.54255E-05
855;6.451130556;3.53891E-05
854;5.962151;0.000109106
853;6.412653333;3.86676E-05
852;6.514073;3.06145E-05
851;6.465981222;3.41994E-05
850;6.127439;7.45695E-05
849;6.090168;8.12516E-05
848;6.636409556;2.30989E-05
847;6.657068111;2.20258E-05
846;6.671989889;2.12819E-05
845;7.231164;5.87268E-06
844;6.964842;1.08432E-05
843;6.843120667;1.43509E-05
842;6.834296;1.46455E-05
841;7.057784;8.75419E-06
840;6.684390444;2.06828E-05
839;6.605527111;2.48012E-05
838;6.398114;3.9984E-05
837;6.338232;4.58953E-05
836;6.466246;3.41786E-05
835;6.255072;5.55812E-05
834;7.058659;8.73657E-06
833;6.611276556;2.4475E-05
832;6.732255;1.85244E-05
831;6.551025;2.81174E-05
830;6.717764222;1.9153E-05
829;6.677913222;2.09936E-05
828;6.677913222;2.09936E-05
827;6.644972667;2.26479E-05
826;6.617939;2.41024E-05
825;6.658466778;2.1955E-05
824;6.658466778;2.1955E-05
823;6.43579;3.66615E-05
822;6.658466778;2.1955E-05
821;6.672472;2.12583E-05
820;6.707920778;1.9592E-05
819;6.686845;2.05662E-05
818;6.686848556;2.05661E-05
817;7.063025;8.64918E-06
816;6.689907222;2.04217E-05
815;6.510318;3.08803E-05
814;6.435822;3.66588E-05
813;6.696817667;2.00994E-05
812;6.656481556;2.20556E-05
811;6.656481556;2.20556E-05
810;6.762194;1.72904E-05
809;6.648787556;2.24498E-05
808;6.623469667;2.37974E-05
807;6.623469667;2.37974E-05
806;6.56782;2.70508E-05
805;6.309074;4.90824E-05
804;6.472139;3.37179E-05
803;6.447417778;3.56929E-05
802;6.362534;4.33976E-05
801;6.483872;3.28192E-05
800;6.171112;6.74354E-05
799;6.260209;5.49276E-05
798;6.671853;2.12886E-05
797;6.259158;5.50607E-05
796;6.869556;1.35034E-05
795;6.484464;3.27745E-05
794;6.42252;3.7799E-05
793;6.635109;2.31681E-05
792;6.975282;1.05857E-05
791;6.812175;1.54108E-05
790;6.390501;4.06911E-05
789;6.267157;5.40559E-05
788;6.811235;1.54442E-05
787;6.630937556;2.33917E-05
786;6.598843;2.51859E-05
785;6.783;1.64816E-05
784;6.868737;1.35289E-05
783;6.44679;3.57446E-05
782;6.11564;7.66231E-05
781;6.207115;6.20705E-05
780;6.622910333;2.38281E-05
779;6.604161778;2.48793E-05
778;7.167911;6.79343E-06
777;6.776364222;1.67354E-05
776;6.81624;1.52672E-05
775;6.761381778;1.73228E-05
774;7.412252;3.87033E-06
773;6.616427556;2.41865E-05
772;6.565997;2.71646E-05
771;6.206276;6.21905E-05
770;6.194268;6.3934E-05
769;6.369055;4.27509E-05
768;6.671487;2.13065E-05
767;6.972238;1.06601E-05
766;6.576143111;2.65373E-05
765;6.564902;2.72332E-05
764;6.313338;4.86029E-05
763;6.620616444;2.39543E-05
762;6.55927;2.75886E-05
761;6.55927;2.75886E-05
760;6.574280889;2.66513E-05
759;6.23507;5.82009E-05
758;6.42012;3.80084E-05
757;6.617243333;2.41411E-05
756;6.617243333;2.41411E-05
755;6.617243333;2.41411E-05
754;6.650321889;2.23706E-05
753;6.649035222;2.2437E-05
752;6.667545667;2.15008E-05
751;6.667545667;2.15008E-05
750;6.532777;2.9324E-05
749;6.40854;3.90355E-05
748;6.866594;1.35958E-05
747;6.825070333;1.49599E-05
746;6.859552556;1.38181E-05
745;6.878132889;1.32394E-05
744;7.410089;3.88965E-06
743;7.407633;3.91171E-06
742;7.01034;9.76472E-06
741;6.917742444;1.20853E-05
740;6.932764889;1.16744E-05
739;6.802717444;1.57501E-05
738;6.660544667;2.18502E-05
737;6.93162;1.17052E-05
736;6.835202;1.4615E-05
735;6.239662;5.75888E-05
734;6.128078;7.44598E-05
733;6.253205;5.58207E-05
732;6.311091;4.8855E-05
731;6.626488444;2.36326E-05
730;6.677637111;2.10069E-05
729;6.741184;1.81475E-05
728;7.7087;1.95569E-06
727;6.89766;1.26573E-05
726;6.891535889;1.2837E-05
725;6.917053556;1.21045E-05
724;7.408273;3.90595E-06
723;6.37575;4.20969E-05
722;6.83344;1.46744E-05
721;6.929659;1.17582E-05
720;6.244985;5.68873E-05
719;6.374708;4.2198E-05
718;6.928867;1.17797E-05
717;6.337117;4.60133E-05
716;5.999286;0.000100165
715;6.193915;6.3986E-05
714;6.705897;1.96835E-05
713;6.300656;5.00431E-05
712;6.752637;1.76751E-05
711;6.626683;2.3622E-05
710;6.451849;3.53306E-05
709;7.009516;9.78327E-06
708;6.609685778;2.45649E-05
707;6.626565;2.36284E-05
706;6.229647;5.89322E-05
705;6.627323;2.35872E-05
704;6.462952;3.44388E-05
703;6.616462889;2.41845E-05
702;6.618442556;2.40745E-05
701;6.656981444;2.20302E-05
700;6.646213778;2.25832E-05
699;6.801679;1.57878E-05
698;6.644382;2.26787E-05
697;6.576497;2.65157E-05
696;6.530414;2.9484E-05
695;6.609161;2.45946E-05
694;6.893162;1.2789E-05
693;6.686034;2.06047E-05
692;6.861863;1.37448E-05
691;7.10455;7.8605E-06
690;6.627647;2.35696E-05
689;6.664283;2.16629E-05
688;6.759598111;1.73941E-05
687;6.77804;1.66709E-05
686;6.774876444;1.67928E-05
685;6.797251667;1.59495E-05
684;6.744095333;1.80262E-05
683;7.403918;3.94532E-06
682;6.735424222;1.83897E-05
681;6.829024;1.48244E-05
680;6.185876;6.51814E-05
679;6.735424222;1.83897E-05
678;6.653018222;2.22322E-05
677;6.651002778;2.23356E-05
676;6.636666778;2.30852E-05
675;6.693791667;2.02399E-05
674;6.662264;2.17639E-05
673;6.681861;2.08036E-05
672;6.732075778;1.85321E-05
671;6.737504222;1.83019E-05
670;7.403418;3.94986E-06
669;6.726226;1.87834E-05
668;6.314913;4.84269E-05
667;6.748856;1.78297E-05
666;6.624164;2.37594E-05
665;6.670995111;2.13307E-05
664;6.812863667;1.53864E-05
663;6.863894222;1.36806E-05
662;7.101208;7.92122E-06
661;6.423589;3.7706E-05
660;8.003043;9.93018E-07
659;6.774188;1.68195E-05
658;7.158359;6.9445E-06
657;6.962404;1.09043E-05
656;6.829058;1.48232E-05
655;6.543888;2.85833E-05
654;7.225426;5.95078E-06
653;6.642303;2.27875E-05
652;6.380971;4.15938E-05
651;6.412945;3.86416E-05
650;6.749701;1.7795E-05
649;6.539072444;2.8902E-05
648;6.701981;1.98618E-05
647;6.46016;3.46609E-05
646;6.434488;3.67716E-05
645;6.369103;4.27461E-05
644;6.660639;2.18455E-05
643;6.925131;1.18814E-05
642;6.647389778;2.25222E-05
641;6.923956;1.19136E-05
640;6.74829;1.7853E-05
639;6.362533;4.33977E-05
638;6.702368;1.98441E-05
637;6.672574;2.12533E-05
636;6.64769;2.25066E-05
635;7.157829;6.95298E-06
634;6.38938;4.07962E-05
633;6.36881;4.2775E-05
632;6.719697444;1.90679E-05
631;6.830976;1.47579E-05
630;6.570896;2.68599E-05
629;6.587501;2.58523E-05
628;7.302861;4.97896E-06
627;7.701507;1.98835E-06
626;7.077607444;8.36359E-06
625;7.304233;4.96326E-06
624;7.303867;4.96744E-06
623;7.527602;2.96755E-06
622;7.221378333;6.0065E-06
621;7.527635;2.96732E-06
620;7.133787;7.34874E-06
619;8.005586;9.8722E-07
618;7.223482;5.97748E-06
617;6.358564;4.37962E-05
616;6.857347;1.38884E-05
615;6.825861;1.49327E-05
614;6.746503;1.79266E-05
613;6.277381;5.27982E-05
612;6.294113;5.08027E-05
611;6.60555;2.47999E-05
610;6.539362333;2.88827E-05
609;6.825257;1.49535E-05
608;6.357236;4.39303E-05
607;6.369382;4.27187E-05
606;6.678839;2.09489E-05
605;6.553701;2.79447E-05
604;7.223815;5.9729E-06
603;6.727527222;1.87272E-05
602;6.922008;1.19672E-05
601;6.766613778;1.71154E-05
600;6.761717;1.73094E-05
599;6.742282556;1.81016E-05
598;6.742282556;1.81016E-05
597;6.717615;1.91595E-05
596;6.50963;3.09293E-05
595;7.048905;8.93501E-06
594;6.766892111;1.71044E-05
593;6.704397222;1.97516E-05
592;6.699875;1.99584E-05
591;6.74698;1.79069E-05
590;7.096639;8.00499E-06
589;6.137546;7.28541E-05
588;6.238582;5.77322E-05
587;6.923622;1.19228E-05
586;6.237533;5.78718E-05
585;6.603387;2.49237E-05
584;6.677136;2.10312E-05
583;6.7694;1.70059E-05
582;6.153949;7.01538E-05
581;6.631507333;2.33611E-05
580;6.555279;2.78433E-05
579;6.847314;1.4213E-05
578;6.818419444;1.51908E-05
577;6.824415;1.49825E-05
576;8.002107;9.9516E-07
575;7.220676;6.01622E-06
574;6.509349;3.09493E-05
573;6.883067;1.30898E-05
572;6.822053556;1.50642E-05
571;6.687886333;2.0517E-05
570;6.769245;1.7012E-05
569;6.521811;3.00738E-05
568;6.275294;5.30525E-05
567;6.794602;1.60472E-05
566;7.223437;5.9781E-06
565;8.001344;9.9691E-07
564;6.958386;1.10056E-05
563;6.537034;2.9038E-05
562;6.45754;3.48706E-05
561;6.951833111;1.11729E-05
560;8.003172;9.92723E-07
559;6.752019778;1.77003E-05
558;6.770127111;1.69775E-05
557;6.509022;3.09726E-05
556;6.522576;3.00209E-05
555;6.638834;2.29703E-05
554;6.712876333;1.93697E-05
553;6.706035;1.96773E-05
552;7.999943;1.00013E-06
551;6.224197;5.96765E-05
550;6.421315;3.7904E-05
549;6.638428;2.29917E-05
548;6.710150444;1.94917E-05
547;6.367418;4.29123E-05
546;6.581703667;2.61997E-05
545;7.220463;6.01918E-06
544;6.11959;7.59294E-05
543;6.544460333;2.85456E-05
542;6.368119;4.28431E-05
541;6.123513;7.52466E-05
540;6.60104;2.50588E-05
539;6.590224556;2.56907E-05
538;6.551955111;2.80572E-05
537;6.719349;1.90832E-05
536;6.652884889;2.2239E-05
535;6.663880444;2.1683E-05
534;6.355575;4.40986E-05
533;6.708113889;1.95833E-05
532;6.705964;1.96805E-05
531;6.666521222;2.15516E-05
530;7.098101;7.97809E-06
529;6.658312222;2.19628E-05
528;6.655626111;2.20991E-05
527;6.345015;4.5184E-05
526;6.624529222;2.37395E-05
525;6.281694;5.22764E-05
524;6.675825;2.10948E-05
523;6.420128;3.80077E-05
522;6.494588556;3.20193E-05
521;6.100207;7.9395E-05
520;6.131687;7.38436E-05
519;6.741756;1.81236E-05
518;6.630180444;2.34326E-05
517;6.625114889;2.37075E-05
516;6.699106;1.99937E-05
515;6.376944;4.19813E-05
514;7.521924;3.0066E-06
513;6.65441;2.2161E-05
512;6.696257;2.01253E-05
511;6.686406111;2.0587E-05
510;6.792957;1.61081E-05
509;6.452714;3.52603E-05
508;6.660228;2.18661E-05
507;6.282449;5.21856E-05
506;6.595066333;2.54058E-05
505;6.551131778;2.81105E-05
504;6.917675;1.20872E-05
503;6.465505;3.42369E-05
502;6.344297;4.52588E-05
501;6.397546;4.00363E-05
500;7.522086;3.00548E-06
499;6.290506;5.12264E-05
498;7.094018;8.05345E-06
497;6.225986;5.94311E-05
496;6.699952;1.99548E-05
495;6.673744;2.11961E-05
494;6.79263;1.61202E-05
493;6.534471;2.92098E-05
492;6.466127;3.41879E-05
491;6.787011;1.63301E-05
490;7.520604;3.01575E-06
489;6.753229111;1.76511E-05
488;6.995523;1.01036E-05
487;6.825766111;1.4936E-05
486;6.655594;2.21007E-05
485;6.506743;3.11356E-05
484;6.785013;1.64054E-05
483;6.953431;1.11319E-05
482;6.953803;1.11224E-05
481;6.45032;3.54552E-05
480;7.149703;7.0843E-06
479;7.217357;6.06238E-06
478;6.352167;4.4446E-05
477;7.218077;6.05234E-06
476;6.503462;3.13717E-05
475;6.996648;1.00775E-05
474;6.847214;1.42163E-05
473;6.745338222;1.79747E-05
472;6.687774111;2.05223E-05
471;6.342643;4.54315E-05
470;6.719183667;1.90905E-05
469;6.702826556;1.98232E-05
468;6.68408;2.06976E-05
467;6.488872;3.24435E-05
466;7.293924;5.08248E-06
465;6.669815111;2.13887E-05
464;6.531281;2.94252E-05
463;6.425429;3.75466E-05
462;6.48883;3.24467E-05
461;6.614265222;2.43072E-05
460;6.606822222;2.47274E-05
459;6.543798;2.85892E-05
458;7.088985;8.14732E-06
457;6.350064;4.46618E-05
456;6.633013;2.32802E-05
455;6.660030667;2.18761E-05
454;6.647846;2.24985E-05
453;6.575779;2.65596E-05
452;6.648637;2.24576E-05
451;6.628737;2.35106E-05
450;6.434136;3.68014E-05
449;6.500081;3.16169E-05
448;6.642539333;2.27751E-05
447;6.758026111;1.74572E-05
446;6.758026111;1.74572E-05
445;6.760902;1.7342E-05
444;6.718259889;1.91311E-05
443;7.688018;2.05108E-06
442;6.642896889;2.27564E-05
441;6.460019;3.46722E-05
440;6.116302;7.65064E-05
439;6.346474;4.50325E-05
438;6.375259;4.21445E-05
437;6.349932444;4.46753E-05
436;6.496572;3.18734E-05
435;6.209823;6.16846E-05
434;6.196647;6.35848E-05
433;6.248296;5.64552E-05
432;6.510969;3.08341E-05
431;6.418164;3.818E-05
430;6.607733;2.46756E-05
429;6.253823;5.57413E-05
428;6.255365;5.55437E-05
427;6.24079;5.74394E-05
426;5.985085;0.000103494
425;5.874662;0.000133456
424;5.608516;0.000246311
423;5.486273;0.000326383
422;5.313725;0.000485596
421;5.132858;0.000736448
420;4.866411;0.001360157
419;4.570973;0.002685511
418;4.234476;0.00582806
417;3.824847;0.014967629
416;3.351741;0.044489651
415;2.834925;0.146242971
414;2.222828;0.59864864
413;1.525549;2.981611124
412;0.880583;13.16488289
411;0.421659;37.87398475
410;0.158731;69.38554438
409;0.046316;89.88433299
408;0.019274;95.65903601
407;0.017105;96.13798161
406;0.015537;96.48571067
405;0.017915;95.95884235
404;0.018163;95.90406155
403;0.023363;94.76260699
402;0.061933;86.70956351
401;0.186356;65.10944599
400;0.470548;33.84168666
399;0.976499;10.55603934
398;1.76393;1.72214613
397;2.615146;0.242579446
396;3.224125;0.059686347
395;3.761843;0.017304418
394;4.291951;0.005105626
393;4.760171;0.001737117
392;5.126086;0.000748021
391;5.399436;0.000398625
390;5.625914;0.000236639
389;5.689559;0.000204381
388;5.747731;0.000178759
387;5.82772;0.000148689
386;5.962787;0.000108946
385;6.154501;7.00647E-05
384;6.516876;3.04175E-05
383;7.023983;9.46274E-06
382;6.271278;5.35454E-05
381;6.475729;3.34404E-05
380;6.122819;7.5367E-05
379;6.109608;7.76948E-05
