Wavelength (nm);Optical Density;% Transmission
348;6.114095;7.68962E-05
349;6.037977;9.16269E-05
350;6.033101;9.26614E-05
351;6.004704;9.89227E-05
352;5.97805;0.000105184
353;6.009695;9.77924E-05
354;5.987203;0.00010299
355;5.91779;0.00012084
356;5.91024;0.000122959
357;6.024501;9.45146E-05
358;5.970234;0.000107094
359;5.96212;0.000109114
360;5.94987;0.000112235
361;5.954137;0.000111138
362;5.930283;0.000117413
363;5.930352;0.000117395
364;5.915309;0.000121532
365;5.919504;0.000120364
366;5.883262;0.000130839
367;5.911856;0.000122502
368;5.967781;0.000107701
369;5.972345;0.000106575
370;5.931905;0.000116976
371;5.901974;0.000125322
372;5.835191;0.000146153
373;5.877687;0.00013253
374;5.898821;0.000126235
375;5.867624;0.000135636
376;5.88135;0.000131417
377;5.845313;0.000142786
378;5.814725;0.000153206
379;5.953736;0.000111241
380;6.000925;9.97872E-05
381;5.970362;0.000107063
382;5.978938;0.000104969
383;5.974752;0.000105986
384;5.942198;0.000114236
385;6.04432;9.02984E-05
386;6.029779;9.33729E-05
387;5.967367;0.000107804
388;5.908936;0.000123329
389;6.011433;9.74018E-05
390;5.901932;0.000125334
391;6.011644;9.73545E-05
392;5.8847;0.000130407
393;6.031002;9.31104E-05
